Activity Type,Date,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Steps,Min Temp,Best Lap Time,Max Temp,Avg Resp,Min Resp,Max Resp,Moving Time,Elapsed Time,Min Elevation,Max Elevation,Year,Month,Month_Name,Year_Month,Time_of_the_day,Day_of_Week,is_weekend,date_diff,Streak,Hour
Running,2022-07-17 09:19:58,RUN - 1 HOUR,10.48,766.0,0 days 01:00:01,135.0,153.0,3.1,5:44,4:30,105.0,107.0,0.99,10548.0,32.0,00:02:46.8,34.0,,,,00:59:45,01:00:50,260.0,280.0,2022,7,July,2022-07,09:19,Sunday,True,1.0,134,9
Running,2022-07-19 06:45:33,8x400m @ 4:30,8.8,640.0,0 days 00:45:59,140.0,165.0,3.5,5:13,4:01,87.0,91.0,1.08,8086.0,25.0,00:01:33.3,30.0,,,,00:45:55,00:45:59,44.0,78.0,2022,7,July,2022-07,06:45,Tuesday,False,2.0,135,6
Running,2022-07-21 06:58:14,HILL SPRINTS - 10x140m,8.31,587.0,0 days 00:57:04,126.0,158.0,2.7,6:52,2:53,118.0,117.0,0.94,8650.0,25.0,00:00:28.0,31.0,,,,00:56:54,00:58:12,38.0,83.0,2022,7,July,2022-07,06:58,Thursday,False,2.0,136,6
Running,2022-07-24 16:14:03,RUN - 5K,5.0,367.0,0 days 00:24:38,149.0,163.0,3.0,4:56,4:25,54.0,53.0,1.15,4344.0,33.0,00:04:49.5,37.0,,,,00:24:30,00:25:01,50.0,83.0,2022,7,July,2022-07,16:14,Sunday,True,3.0,137,16
Running,2022-07-26 06:36:01,8x400m @ 4:30,9.13,670.0,0 days 00:50:32,133.0,161.0,3.4,5:32,3:47,100.0,90.0,1.04,8768.0,25.0,00:01:36.5,31.0,,,,00:50:06,00:50:32,41.0,81.0,2022,7,July,2022-07,06:36,Tuesday,False,2.0,138,6
Running,2022-07-30 09:42:08,FREE RUN,7.63,534.0,0 days 00:41:13,136.0,153.0,3.0,5:24,4:26,74.0,83.0,1.04,7308.0,30.0,00:03:23.2,35.0,,,,00:40:59,00:41:35,41.0,81.0,2022,7,July,2022-07,09:42,Saturday,True,4.0,139,9
Running,2022-08-01 08:37:59,10x100m @ 3:43 - BAREFOOT,5.1,355.0,0 days 00:30:01,127.0,164.0,2.6,5:53,2:39,12.0,8.0,1.00,5058.0,31.0,00:00:22.6,33.0,,,,00:29:40,00:33:26,30.0,36.0,2022,8,August,2022-08,08:37,Monday,False,2.0,140,8
Running,2022-08-03 10:12:49,Thasos Running,9.15,684.0,0 days 00:50:40,142.0,166.0,3.1,5:32,3:45,147.0,142.0,1.04,8838.0,31.0,00:00:45.4,36.0,,,,00:50:21,01:17:10,6.0,54.0,2022,8,August,2022-08,10:12,Wednesday,False,2.0,141,10
Running,2022-08-05 10:13:21,Thasos - SPEED TRAINING,9.63,684.0,0 days 00:52:40,147.0,170.0,3.6,5:28,2:40,117.0,107.0,1.09,8812.0,31.0,00:00:18.9,35.0,,,,00:52:23,00:54:59,19.0,34.0,2022,8,August,2022-08,10:13,Friday,False,2.0,142,10
Running,2022-08-07 10:05:39,Thasos Running,18.01,1329.0,0 days 01:48:39,138.0,158.0,3.6,6:02,4:13,211.0,208.0,0.96,18716.0,31.0,00:00:04.7,36.0,,,,01:47:43,01:51:04,20.0,225.0,2022,8,August,2022-08,10:05,Sunday,True,2.0,143,10
Running,2022-08-10 09:29:29,Thasos - HILL REPEATS,8.12,605.0,0 days 00:53:58,131.0,160.0,2.9,6:39,3:17,189.0,204.0,0.94,8490.0,31.0,00:00:29.7,36.0,,,,00:53:36,00:55:11,-5.0,54.0,2022,8,August,2022-08,09:29,Wednesday,False,3.0,144,9
Running,2022-08-12 10:06:59,Thasos - SPEED TRAINING,10.8,752.0,0 days 00:57:41,139.0,162.0,3.5,5:21,2:35,112.0,98.0,1.07,9900.0,31.0,00:00:18.1,34.0,,,,00:57:35,00:57:41,20.0,37.0,2022,8,August,2022-08,10:06,Friday,False,2.0,145,10
Running,2022-08-17 09:51:58,EASY RUN,6.9,493.0,0 days 00:44:14,123.0,140.0,2.4,6:25,5:26,72.0,78.0,0.90,7640.0,31.0,00:06:03.0,35.0,,,,00:44:13,00:44:14,43.0,80.0,2022,8,August,2022-08,09:51,Wednesday,False,5.0,146,9
Running,2022-08-22 15:20:11,ΕΡΓΟΜΕΤΡΙΚΟ ΤΕΣΤ,5.0,365.0,0 days 00:25:02,153.0,181.0,3.3,5:00,4:07,7.0,4.0,1.10,4572.0,25.0,00:04:34.9,31.0,,,,00:24:29,00:25:02,94.0,102.0,2022,8,August,2022-08,15:20,Monday,False,5.0,147,15
Running,2022-08-23 09:30:21,Evosmos - SPEED TRAINING,11.57,867.0,0 days 01:00:00,157.0,182.0,4.3,5:11,2:34,104.0,112.0,1.10,10286.0,30.0,00:00:16.9,34.0,,,,00:59:51,01:00:37,41.0,78.0,2022,8,August,2022-08,09:30,Tuesday,False,1.0,147,9
Running,2022-08-25 08:04:37,Eleftherio-Kordelio Running,10.0,740.0,0 days 00:48:18,157.0,177.0,4.1,4:50,3:53,108.0,109.0,1.17,8502.0,23.0,00:00:02.4,29.0,,,,00:48:14,00:48:18,38.0,84.0,2022,8,August,2022-08,08:04,Thursday,False,2.0,148,8
Trail Running,2022-08-28 08:51:56,Agios Pavlos Trail Running,18.89,1592.0,0 days 02:02:07,155.0,173.0,4.4,6:28,3:50,744.0,766.0,1.02,18894.0,28.0,00:04:20.4,34.0,35.0,16.0,45.0,--:--:--,02:04:11,119.0,292.0,2022,8,August,2022-08,08:51,Sunday,True,3.0,149,8
Running,2022-08-30 08:23:51,Eleftherio-Kordelio Running,8.32,596.0,0 days 00:44:05,145.0,165.0,3.3,5:18,4:16,85.0,88.0,1.09,7670.0,29.0,00:02:14.7,32.0,30.0,22.0,42.0,--:--:--,00:45:40,43.0,84.0,2022,8,August,2022-08,08:23,Tuesday,False,2.0,150,8
Running,2022-09-01 07:52:05,Eleftherio-Kordelio - HILL REPEATS,7.02,545.0,0 days 00:45:15,135.0,167.0,2.8,6:27,2:55,123.0,125.0,0.95,7120.0,28.0,00:00:03.8,31.0,32.0,19.0,46.0,--:--:--,00:46:38,41.0,78.0,2022,9,September,2022-09,07:52,Thursday,False,2.0,151,7
Running,2022-09-02 07:36:41,Evosmos - SPEED TRAINING,10.53,772.0,0 days 00:53:46,147.0,173.0,3.9,5:06,2:32,87.0,79.0,1.12,9200.0,26.0,00:00:17.2,30.0,34.0,20.0,42.0,--:--:--,00:53:51,47.0,79.0,2022,9,September,2022-09,07:36,Friday,False,1.0,151,7
Running,2022-09-04 12:01:42,Thasos Running,7.02,531.0,0 days 00:46:02,127.0,142.0,2.4,6:34,5:40,71.0,62.0,0.90,7856.0,31.0,00:00:07.0,34.0,,,,--:--:--,00:46:02,19.0,33.0,2022,9,September,2022-09,12:01,Sunday,True,2.0,152,12
Treadmill Running,2022-09-09 09:26:47,Treadmill Running,5.6,436.0,0 days 00:25:19,171.0,189.0,4.0,4:31,4:06,,,1.20,4648.0,27.0,00:03:21.3,30.0,,,,00:25:17,00:25:24,,,2022,9,September,2022-09,09:26,Friday,False,5.0,153,9
Trail Running,2022-09-11 09:00:41,4th NAOUSA VERMIO TRAIL - RACE,24.47,2338.0,0 days 02:58:59,160.0,177.0,5.0,7:19,3:49,1307.0,1298.0,0.90,27622.0,24.0,00:02:32.9,34.0,35.0,18.0,43.0,02:54:43,02:58:59,481.0,1252.0,2022,9,September,2022-09,09:00,Sunday,True,2.0,154,9
Running,2022-09-12 18:22:40,Eleftherio-Kordelio Running,5.5,407.0,0 days 00:30:00,138.0,154.0,2.8,5:28,4:41,73.0,60.0,1.06,5222.0,28.0,00:02:31.9,30.0,31.0,22.0,41.0,00:29:27,00:31:22,41.0,82.0,2022,9,September,2022-09,18:22,Monday,False,1.0,154,18
Running,2022-09-15 10:03:26,Evosmos Running,7.12,516.0,0 days 00:44:41,121.0,138.0,2.3,6:16,5:09,71.0,69.0,0.93,7676.0,29.0,00:00:53.5,32.0,,,,00:44:22,00:45:07,45.0,78.0,2022,9,September,2022-09,10:03,Thursday,False,3.0,155,10
Running,2022-09-16 13:55:44,Eleftherio-Kordelio Running,8.67,646.0,0 days 00:45:01,146.0,170.0,3.5,5:11,4:06,89.0,82.0,1.11,7794.0,32.0,00:00:04.9,36.0,33.0,22.0,45.0,00:44:41,00:45:56,40.0,82.0,2022,9,September,2022-09,13:55,Friday,False,1.0,155,13
Running,2022-09-18 15:38:31,Eleftherio-Kordelio Running,13.04,933.0,0 days 01:10:44,131.0,147.0,3.2,5:25,4:48,147.0,143.0,1.04,12498.0,26.0,00:00:15.6,32.0,30.0,22.0,41.0,01:10:13,01:13:32,40.0,84.0,2022,9,September,2022-09,15:38,Sunday,True,2.0,156,15
Running,2022-09-20 21:31:07,Eleftherio-Kordelio Running,10.32,771.0,0 days 00:51:40,146.0,180.0,3.7,5:00,3:16,114.0,99.0,1.13,9042.0,21.0,00:01:19.6,29.0,33.0,19.0,42.0,00:51:19,00:51:40,42.0,85.0,2022,9,September,2022-09,21:31,Tuesday,False,2.0,157,21
Treadmill Running,2022-09-26 10:46:04,Treadmill Running,2.48,155.0,0 days 00:11:52,135.0,162.0,2.2,4:47,3:08,,,1.15,2160.0,27.0,00:02:16.4,30.0,,,,00:11:33,00:11:52,,,2022,9,September,2022-09,10:46,Monday,False,6.0,158,10
Treadmill Running,2022-09-29 11:29:34,Treadmill Running,5.17,403.0,0 days 00:24:50,161.0,194.0,3.7,4:48,3:34,,,1.15,4398.0,26.0,00:02:00.6,30.0,,,,00:24:06,00:24:50,,,2022,9,September,2022-09,11:29,Thursday,False,3.0,159,11
Running,2022-09-30 19:05:33,Eleftherio-Kordelio Running,5.01,361.0,0 days 00:26:50,129.0,148.0,2.6,5:21,4:21,56.0,48.0,1.08,4656.0,26.0,00:00:01.9,31.0,,,,00:26:45,00:28:15,41.0,81.0,2022,9,September,2022-09,19:05,Friday,False,1.0,159,19
Trail Running,2022-10-02 09:11:12,3rd GOUMAROSTALI VERTICAL MILE - RACE,4.8,1500.0,0 days 01:36:44,161.0,169.0,4.9,20:09,6:21,1519.0,2.0,2.17,2988.0,20.0,00:17:44,25.0,36.0,13.0,45.0,00:38:02,01:36:44,1079.0,2600.0,2022,10,October,2022-10,09:11,Sunday,True,2.0,160,9
Trail Running,2022-10-02 10:58:42,Litochoro Trail Running,8.6,823.0,0 days 01:38:37,126.0,158.0,2.4,11:28,4:56,83.0,1558.0,1.00,11948.0,18.0,00:04:32.2,28.0,27.0,13.0,42.0,01:18:53,01:38:37,1117.0,2610.0,2022,10,October,2022-10,10:58,Sunday,True,0.0,160,10
Running,2022-10-05 09:29:59,Eleftherio-Kordelio Running,8.27,605.0,0 days 00:40:32,144.0,163.0,3.4,4:54,3:40,98.0,89.0,1.15,7212.0,21.0,00:01:24.3,28.0,32.0,22.0,43.0,00:40:25,00:41:26,33.0,84.0,2022,10,October,2022-10,09:29,Wednesday,False,3.0,161,9
Running,2022-10-07 08:37:03,Eleftherio-Kordelio Running,8.21,626.0,0 days 00:47:47,134.0,173.0,3.1,5:49,2:56,127.0,115.0,1.00,8178.0,20.0,00:00:29.8,28.0,31.0,21.0,39.0,00:46:58,00:47:47,41.0,82.0,2022,10,October,2022-10,08:37,Friday,False,2.0,162,8
Running,2022-10-09 10:56:57,Eleftherio-Kordelio Running,10.51,736.0,0 days 01:00:01,122.0,138.0,2.8,5:43,4:52,122.0,119.0,1.00,10510.0,26.0,00:03:06.0,32.0,31.0,18.0,45.0,00:59:52,01:01:56,35.0,85.0,2022,10,October,2022-10,10:56,Sunday,True,2.0,163,10
Running,2022-10-11 08:34:01,Eleftherio-Kordelio Running,8.62,606.0,0 days 00:42:48,135.0,154.0,3.1,4:58,4:15,96.0,82.0,1.12,7654.0,22.0,00:03:08.8,28.0,33.0,21.0,45.0,00:42:44,00:43:29,39.0,84.0,2022,10,October,2022-10,08:34,Tuesday,False,2.0,164,8
Running,2022-10-13 09:06:17,Eleftherio-Kordelio - HILL REPEATS,9.2,685.0,0 days 00:54:04,132.0,175.0,3.1,5:52,2:52,132.0,122.0,1.01,8778.0,20.0,00:00:26.7,27.0,31.0,19.0,44.0,00:53:56,00:54:04,47.0,83.0,2022,10,October,2022-10,09:06,Thursday,False,2.0,165,9
Running,2022-10-15 11:05:05,Thasos Running,6.58,511.0,0 days 00:37:32,138.0,157.0,2.7,5:42,4:36,117.0,107.0,0.99,6684.0,23.0,00:03:09.9,27.0,,,,00:36:54,00:51:24,8.0,56.0,2022,10,October,2022-10,11:05,Saturday,True,2.0,166,11
Treadmill Running,2022-10-17 16:45:27,Treadmill Running,2.09,156.0,0 days 00:10:26,149.0,179.0,2.4,4:59,3:33,,,1.08,1934.0,27.0,00:00:20.2,30.0,,,,00:10:20,00:10:26,,,2022,10,October,2022-10,16:45,Monday,False,2.0,167,16
Treadmill Running,2022-10-19 16:07:25,Treadmill Running,4.22,344.0,0 days 00:20:45,163.0,182.0,3.5,4:55,4:04,,,1.10,3808.0,28.0,00:01:03.5,31.0,,,,00:20:45,00:20:45,,,2022,10,October,2022-10,16:07,Wednesday,False,2.0,168,16
Running,2022-10-20 09:34:45,Evosmos Running,5.41,382.0,0 days 00:30:07,122.0,135.0,2.4,5:34,4:57,55.0,59.0,1.01,5332.0,22.0,00:02:27.9,27.0,,,,00:29:59,00:30:40,37.0,81.0,2022,10,October,2022-10,09:34,Thursday,False,1.0,168,9
Running,2022-10-21 09:30:43,Marousi Running,5.56,425.0,0 days 00:33:36,129.0,148.0,2.6,6:02,4:44,71.0,68.0,0.98,5734.0,21.0,00:03:07.9,28.0,,,,00:32:40,00:38:05,155.0,197.0,2022,10,October,2022-10,09:30,Friday,False,1.0,168,9
Running,2022-10-24 07:55:29,Nea Filadelfeia Running,5.69,446.0,0 days 00:34:47,128.0,150.0,2.7,6:07,4:35,73.0,68.0,1.02,5698.0,18.0,00:03:35.1,28.0,,,,00:33:51,00:36:53,109.0,143.0,2022,10,October,2022-10,07:55,Monday,False,3.0,169,7
Running,2022-10-26 19:15:05,Eleftherio-Kordelio Running,6.02,462.0,0 days 00:32:33,129.0,147.0,2.7,5:25,4:39,70.0,66.0,1.06,5650.0,24.0,00:00:03.1,30.0,,,,00:32:26,00:33:06,36.0,81.0,2022,10,October,2022-10,19:15,Wednesday,False,2.0,170,19
Running,2022-10-28 10:31:40,Eleftherio-Kordelio Running,5.0,380.0,0 days 00:28:05,127.0,148.0,2.4,5:37,5:09,63.0,52.0,1.05,4808.0,22.0,00:05:25.7,27.0,29.0,13.0,41.0,00:27:57,00:29:48,41.0,80.0,2022,10,October,2022-10,10:31,Friday,False,2.0,171,10
Running,2022-10-30 10:11:43,Eleftherio-Kordelio Running,6.93,547.0,0 days 00:39:12,135.0,150.0,2.7,5:39,4:52,88.0,90.0,1.03,6708.0,24.0,00:05:16.0,29.0,,,,00:38:55,00:46:56,39.0,83.0,2022,10,October,2022-10,10:11,Sunday,True,2.0,172,10
Running,2022-11-01 07:27:21,Eleftherio-Kordelio Running,10.0,777.0,0 days 00:51:00,139.0,162.0,3.5,5:06,3:55,116.0,101.0,1.11,8988.0,18.0,00:01:00,28.0,33.0,19.0,45.0,00:50:54,00:51:00,41.0,86.0,2022,11,November,2022-11,07:27,Tuesday,False,2.0,173,7
Running,2022-11-03 07:39:09,Eleftherio-Kordelio - HILL REPEATS,9.72,772.0,0 days 01:01:35,132.0,170.0,3.1,6:20,2:46,140.0,127.0,0.99,9410.0,20.0,00:00:26.6,28.0,32.0,19.0,48.0,01:00:32,01:02:01,41.0,83.0,2022,11,November,2022-11,07:39,Thursday,False,2.0,174,7
Running,2022-11-06 09:25:00,Eleftherio-Kordelio Running,16.57,1323.0,0 days 01:25:25,145.0,161.0,3.7,5:09,4:24,215.0,190.0,1.10,10316.0,18.0,00:01:48.6,27.0,33.0,19.0,41.0,00:57:58,00:58:01,38.0,85.0,2022,11,November,2022-11,09:25,Sunday,True,3.0,175,9
Running,2022-11-08 07:41:02,Eleftherio-Kordelio Running,9.21,741.0,0 days 00:48:04,140.0,161.0,3.6,5:13,3:55,109.0,88.0,1.07,8516.0,17.0,00:00:16.3,28.0,,,,00:47:59,00:48:04,41.0,84.0,2022,11,November,2022-11,07:41,Tuesday,False,2.0,176,7
Running,2022-11-10 07:36:42,Eleftherio-Kordelio - HILL REPEATS,8.19,629.0,0 days 00:51:01,128.0,162.0,3.0,6:14,2:51,144.0,122.0,0.99,8038.0,17.0,00:00:27.8,29.0,,,,00:50:51,00:51:45,41.0,85.0,2022,11,November,2022-11,07:36,Thursday,False,2.0,177,7
Running,2022-11-12 10:01:04,Evosmos Running,4.65,363.0,0 days 00:24:17,133.0,146.0,2.6,5:13,4:44,57.0,57.0,1.08,4302.0,20.0,00:03:23.0,26.0,,,,00:24:16,00:24:17,45.0,83.0,2022,11,November,2022-11,10:01,Saturday,True,2.0,178,10
Trail Running,2022-11-13 10:39:33,10th PAIKO HALF-MARATHON - RACE,20.27,2256.0,0 days 02:37:41,157.0,181.0,4.9,7:47,3:28,1148.0,1142.0,0.91,22972.0,15.0,00:01:00.4,24.0,,,,02:34:56,02:37:41,730.0,1352.0,2022,11,November,2022-11,10:39,Sunday,True,1.0,178,10
Running,2022-11-15 07:42:38,Eleftherio-Kordelio Running,8.45,693.0,0 days 00:43:40,145.0,169.0,3.5,5:10,3:39,89.0,81.0,1.08,7748.0,18.0,00:01:00,27.0,33.0,19.0,42.0,00:43:35,00:43:44,41.0,83.0,2022,11,November,2022-11,07:42,Tuesday,False,2.0,179,7
Running,2022-11-17 08:32:31,Eleftherio-Kordelio - HILL REPEATS,8.16,625.0,0 days 00:46:02,137.0,158.0,2.8,5:38,2:46,130.0,125.0,1.02,7772.0,18.0,00:00:26.9,28.0,,,,00:45:51,00:47:01,42.0,85.0,2022,11,November,2022-11,08:32,Thursday,False,2.0,180,8
Running,2022-11-19 18:07:48,Eleftherio-Kordelio Running,5.0,408.0,0 days 00:25:22,147.0,166.0,3.1,5:04,4:02,62.0,55.0,1.12,4464.0,26.0,00:04:29.3,29.0,,,,00:25:20,00:25:32,41.0,83.0,2022,11,November,2022-11,18:07,Saturday,True,2.0,181,18
Running,2022-11-20 18:04:15,Eleftherio-Kordelio Running,10.13,820.0,0 days 00:59:39,132.0,150.0,3.0,5:53,5:12,108.0,102.0,0.99,10260.0,20.0,00:00:39.9,29.0,,,,00:59:28,01:00:14,41.0,87.0,2022,11,November,2022-11,18:04,Sunday,True,1.0,181,18
Running,2022-11-22 08:30:07,Eleftherio-Kordelio Running,9.02,721.0,0 days 00:46:36,143.0,164.0,3.5,5:10,3:55,98.0,87.0,1.08,8258.0,17.0,00:00:50.8,27.0,,,,00:46:25,00:46:36,42.0,87.0,2022,11,November,2022-11,08:30,Tuesday,False,2.0,182,8
Running,2022-11-24 08:45:50,Eleftherio-Kordelio - HILL REPEATS,7.44,562.0,0 days 00:47:18,124.0,150.0,2.5,6:22,2:51,117.0,118.0,0.98,7290.0,18.0,00:00:28.2,26.0,,,,00:47:07,00:47:18,41.0,81.0,2022,11,November,2022-11,08:45,Thursday,False,2.0,183,8
Running,2022-11-26 09:32:38,Evosmos Running,5.0,399.0,0 days 00:23:34,148.0,168.0,3.1,4:42,4:09,54.0,43.0,1.16,4284.0,17.0,00:00:00.4,25.0,,,,00:23:32,00:23:49,46.0,82.0,2022,11,November,2022-11,09:32,Saturday,True,2.0,184,9
Running,2022-11-27 11:03:56,Eleftherio-Kordelio Running,13.29,1064.0,0 days 01:12:55,139.0,159.0,3.3,5:29,4:53,153.0,137.0,1.04,12776.0,17.0,00:01:32.9,26.0,,,,01:12:42,01:13:55,42.0,89.0,2022,11,November,2022-11,11:03,Sunday,True,1.0,184,11
Running,2022-11-29 09:23:08,Eleftherio-Kordelio Running,9.12,766.0,0 days 00:47:58,146.0,162.0,3.4,5:15,4:23,115.0,95.0,1.08,8412.0,13.0,00:00:57.0,28.0,,,,00:47:22,00:49:07,40.0,87.0,2022,11,November,2022-11,09:23,Tuesday,False,2.0,185,9
Running,2022-12-01 17:16:51,Eleftherio-Kordelio - HILL REPEATS,7.61,577.0,0 days 00:46:52,129.0,155.0,2.8,6:10,2:47,128.0,128.0,1.00,7320.0,15.0,00:00:23.5,25.0,,,,00:46:37,00:48:30,41.0,82.0,2022,12,December,2022-12,17:16,Thursday,False,2.0,186,17
Running,2022-12-03 11:02:56,Eleftherio-Kordelio Running,5.0,395.0,0 days 00:23:24,151.0,167.0,3.1,4:41,3:54,65.0,58.0,1.18,4202.0,18.0,00:04:21.6,27.0,,,,00:23:23,00:25:16,42.0,87.0,2022,12,December,2022-12,11:02,Saturday,True,2.0,187,11
Running,2022-12-04 11:18:09,Eleftherio-Kordelio Running,12.2,1004.0,0 days 01:08:54,132.0,148.0,3.2,5:39,4:58,133.0,118.0,0.99,12258.0,18.0,00:01:08.9,25.0,,,,01:08:50,01:08:54,42.0,87.0,2022,12,December,2022-12,11:18,Sunday,True,1.0,187,11
Running,2022-12-11 19:20:36,Eleftherio-Kordelio Running,5.0,396.0,0 days 00:27:55,128.0,146.0,2.5,5:35,4:52,61.0,55.0,1.03,4850.0,17.0,00:00:00.8,24.0,,,,00:27:48,00:27:55,42.0,83.0,2022,12,December,2022-12,19:20,Sunday,True,7.0,188,19
Running,2022-12-18 10:26:15,Evosmos Running,5.0,420.0,0 days 00:29:46,136.0,152.0,2.6,5:57,5:27,58.0,58.0,0.94,5264.0,21.0,00:05:41.3,28.0,,,,00:29:45,00:29:46,37.0,83.0,2022,12,December,2022-12,10:26,Sunday,True,7.0,189,10
Running,2022-12-21 08:18:59,Eleftherio-Kordelio Running,6.91,559.0,0 days 00:40:54,128.0,139.0,2.7,5:55,5:15,81.0,55.0,0.95,7226.0,14.0,00:05:14.1,26.0,,,,00:40:52,00:40:54,42.0,87.0,2022,12,December,2022-12,08:18,Wednesday,False,3.0,190,8
Running,2022-12-24 10:38:02,Thasos Running,8.22,660.0,0 days 00:49:21,128.0,150.0,2.9,6:00,4:50,160.0,133.0,0.95,8648.0,19.0,00:01:21.3,29.0,,,,00:49:07,00:55:27,8.0,58.0,2022,12,December,2022-12,10:38,Saturday,True,3.0,191,10
Running,2022-12-26 09:09:11,Thasos Running,3.58,283.0,0 days 00:21:01,123.0,137.0,2.2,5:52,4:43,48.0,49.0,0.95,3744.0,18.0,00:03:07.0,26.0,,,,00:20:56,00:21:32,15.0,38.0,2022,12,December,2022-12,09:09,Monday,False,2.0,192,9
Running,2022-12-28 09:15:50,Eleftherio-Kordelio Running,7.25,584.0,0 days 00:42:21,127.0,138.0,2.8,5:51,5:00,79.0,72.0,0.97,7468.0,15.0,00:01:19.7,27.0,,,,00:42:13,00:44:45,26.0,69.0,2022,12,December,2022-12,09:15,Wednesday,False,2.0,193,9
Running,2022-12-30 19:14:52,Eleftherio-Kordelio Running,5.43,451.0,0 days 00:31:28,135.0,155.0,2.8,5:48,5:13,69.0,59.0,0.98,5526.0,15.0,00:02:47.0,28.0,,,,00:31:10,00:31:28,41.0,85.0,2022,12,December,2022-12,19:14,Friday,False,2.0,194,19
Running,2023-01-01 11:43:31,Eleftherio-Kordelio Running,10.02,802.0,0 days 00:57:54,130.0,144.0,3.1,5:47,5:06,107.0,97.0,0.97,10288.0,18.0,00:00:04.1,27.0,,,,00:57:47,00:59:02,42.0,88.0,2023,1,January,2023-01,11:43,Sunday,True,2.0,195,11
Running,2023-01-03 19:02:02,Eleftherio-Kordelio Running,7.16,606.0,0 days 00:37:58,150.0,173.0,3.5,5:18,4:07,76.0,73.0,1.07,6644.0,15.0,00:00:59.9,25.0,,,,00:37:48,00:37:58,50.0,87.0,2023,1,January,2023-01,19:02,Tuesday,False,2.0,196,19
Running,2023-01-05 17:35:00,Eleftherio-Kordelio Running,7.46,617.0,0 days 00:42:28,138.0,151.0,3.1,5:41,5:05,86.0,71.0,1.02,7300.0,16.0,00:02:40.0,27.0,,,,00:42:25,00:42:28,42.0,86.0,2023,1,January,2023-01,17:35,Thursday,False,2.0,197,17
Trail Running,2023-01-08 10:49:44,Agios Pavlos Trail Running,20.12,1800.0,0 days 02:19:56,140.0,163.0,4.0,6:57,4:25,688.0,671.0,0.94,21824.0,17.0,00:00:43.5,26.0,,,,02:17:43,02:23:37,182.0,506.0,2023,1,January,2023-01,10:49,Sunday,True,3.0,198,10
Running,2023-01-10 16:53:23,Eleftherio-Kordelio Running,9.05,752.0,0 days 00:46:46,150.0,173.0,3.9,5:10,4:12,96.0,90.0,1.11,8096.0,17.0,00:01:00,25.0,,,,00:46:11,00:46:46,42.0,85.0,2023,1,January,2023-01,16:53,Tuesday,False,2.0,199,16
Running,2023-01-12 09:32:53,Eleftherio-Kordelio Running,7.27,583.0,0 days 00:40:52,136.0,153.0,3.0,5:37,4:58,86.0,72.0,1.01,7216.0,14.0,00:01:28.5,27.0,,,,00:40:37,00:41:16,42.0,88.0,2023,1,January,2023-01,09:32,Thursday,False,2.0,200,9
Running,2023-01-14 09:58:32,Eleftherio-Kordelio Running,5.01,404.0,0 days 00:26:22,137.0,158.0,3.0,5:16,4:44,70.0,43.0,1.08,4660.0,13.0,00:00:01.5,21.0,,,,00:26:13,00:27:20,23.0,84.0,2023,1,January,2023-01,09:58,Saturday,True,2.0,201,9
Running,2023-01-15 10:09:56,Eleftherio-Kordelio Running,5.01,402.0,0 days 00:28:31,126.0,141.0,2.6,5:42,5:03,66.0,55.0,1.00,5012.0,16.0,00:00:01.8,25.0,,,,00:28:30,00:28:31,42.0,84.0,2023,1,January,2023-01,10:09,Sunday,True,1.0,201,10
Running,2023-01-17 11:39:55,Evosmos Running,7.19,574.0,0 days 00:43:17,129.0,145.0,2.7,6:01,5:16,74.0,73.0,0.96,7486.0,20.0,00:01:23.6,27.0,,,,00:43:15,00:43:17,46.0,82.0,2023,1,January,2023-01,11:39,Tuesday,False,2.0,202,11
Running,2023-01-21 09:38:29,Evosmos Running,3.25,264.0,0 days 00:17:18,137.0,149.0,2.5,5:20,4:47,37.0,27.0,1.09,3008.0,20.0,00:01:19.5,23.0,,,,00:17:11,00:17:18,57.0,83.0,2023,1,January,2023-01,09:38,Saturday,True,4.0,203,9
Trail Running,2023-01-22 08:00:20,ROGKAS - RACE,35.11,3680.0,0 days 06:52:08,122.0,169.0,5.0,11:44,4:29,2397.0,2396.0,1.19,41540.0,11.0,00:04:29.3,23.0,,,,05:37:03,06:52:10,275.0,1474.0,2023,1,January,2023-01,08:00,Sunday,True,1.0,203,8
Running,2023-01-30 08:55:45,Evosmos Running,4.73,378.0,0 days 00:34:05,118.0,139.0,2.1,7:12,5:50,53.0,51.0,0.87,5468.0,15.0,00:00:05.2,23.0,,,,00:34:04,00:34:05,48.0,83.0,2023,1,January,2023-01,08:55,Monday,False,8.0,204,8
Running,2023-02-01 08:54:39,Evosmos Running,6.9,582.0,0 days 00:37:38,139.0,156.0,3.2,5:27,4:33,76.0,79.0,1.03,6620.0,14.0,00:01:00,21.0,,,,00:37:32,00:37:38,45.0,78.0,2023,2,February,2023-02,08:54,Wednesday,False,2.0,205,8
Running,2023-02-03 09:31:51,Evosmos Running,7.01,580.0,0 days 00:38:26,143.0,160.0,3.1,5:29,4:40,76.0,79.0,1.05,6690.0,14.0,00:00:02.7,21.0,,,,00:38:23,00:39:06,45.0,79.0,2023,2,February,2023-02,09:31,Friday,False,2.0,206,9
